Area,Location,Bedrooms,Bathrooms,Year Built,Nearby Metro,Price
1067,Bangalore,4,3,2017,Yes,66.86
1077,Delhi,3,1,2009,Yes,65.72
1823,Hyderabad,3,1,2015,No,76.99
875,Pune,1,1,2009,Yes,43.72
1325,Pune,1,2,2000,Yes,70.21
1417,Bangalore,1,3,2015,Yes,42.94
1999,Hyderabad,2,2,2012,No,72.2
2517,Kolkata,4,2,2019,No,96.2
3907,Delhi,5,2,2017,No,149.92
2780,Chennai,3,2,2007,No,106.09
2390,Chennai,5,3,2005,Yes,109.09
1069,Delhi,2,2,2011,No,50.37
801,Kolkata,5,1,2002,Yes,58.0
2079,Hyderabad,1,3,2003,Yes,80.53
2337,Chennai,5,1,2003,No,105.07
3420,Pune,5,2,2005,Yes,143.99
2186,Kolkata,2,2,2002,Yes,86.11
1930,Chennai,2,3,2007,Yes,74.48
1957,Hyderabad,5,1,1996,No,81.67
2232,Bangalore,4,1,2022,No,96.68
2274,Hyderabad,5,1,2011,Yes,108.18
1334,Kolkata,4,3,1995,Yes,68.66
2408,Mumbai,5,3,2007,No,89.97
3198,Delhi,5,1,2021,No,122.6
3899,Mumbai,5,1,2016,No,139.72
1336,Hyderabad,3,3,2002,No,72.92
3714,Kolkata,5,2,2002,Yes,164.25
3936,Delhi,4,1,2013,Yes,156.88
2017,Delhi,5,2,1997,Yes,95.29
1863,Delhi,3,2,2022,No,83.05
1263,Kolkata,2,2,2006,No,69.37
822,Hyderabad,5,3,2004,Yes,54.3
1488,Pune,1,3,2011,No,68.25
927,Pune,3,1,2013,Yes,50.33
2086,Delhi,3,2,2009,Yes,79.0
2882,Bangalore,1,3,2022,Yes,103.06
3334,Chennai,4,1,2006,Yes,139.82
900,Hyderabad,4,2,2013,Yes,76.98
1536,Bangalore,3,3,2001,No,71.64
3588,Pune,1,3,1997,No,135.68
1410,Hyderabad,1,3,1995,No,64.3
1905,Hyderabad,2,2,2009,Yes,85.15
2140,Delhi,2,1,2007,No,68.24
2802,Pune,4,2,2001,No,114.41
3177,Chennai,2,2,2021,No,97.43
995,Mumbai,3,1,1998,No,50.31
3261,Mumbai,3,1,1998,Yes,132.69
2332,Bangalore,5,2,2005,No,115.76
2304,Hyderabad,3,3,2001,Yes,88.8
2915,Kolkata,2,2,2006,Yes,120.56
2216,Delhi,1,3,1995,No,95.41
2096,Kolkata,2,3,2011,Yes,91.72
2122,Kolkata,3,2,2005,No,88.81
3718,Pune,4,2,2002,Yes,135.73
1670,Bangalore,5,3,2022,No,87.33
2988,Bangalore,5,1,2013,Yes,131.98
984,Bangalore,3,3,2002,Yes,84.72
2489,Chennai,2,2,1998,No,93.91
2012,Kolkata,4,1,2012,No,80.59
1842,Kolkata,2,1,2002,Yes,68.9
2928,Hyderabad,1,2,2016,Yes,101.91
1297,Kolkata,2,2,2014,Yes,67.61
2365,Bangalore,4,2,2007,No,104.61
2462,Delhi,1,2,2003,No,85.41
1017,Chennai,3,3,2014,Yes,62.71
1324,Mumbai,1,1,2012,No,37.09
2161,Mumbai,3,2,2022,No,89.62
920,Mumbai,3,3,2003,No,70.38
3316,Hyderabad,1,2,1998,No,103.47
2305,Kolkata,2,1,2021,No,86.65
3026,Kolkata,5,1,2006,No,117.92
2958,Delhi,4,1,2014,Yes,127.75
2856,Hyderabad,5,3,2018,No,149.29
1021,Delhi,4,3,2006,Yes,81.42
1596,Chennai,3,1,2020,Yes,85.83
1660,Mumbai,4,2,2012,Yes,104.93
3469,Chennai,4,3,2017,No,123.2
3979,Mumbai,2,2,2007,Yes,155.11
3051,Mumbai,1,3,2001,Yes,124.09
3374,Hyderabad,5,2,2010,No,127.7
3300,Mumbai,4,3,2007,Yes,152.5
2497,Hyderabad,4,3,2007,No,104.0
3793,Mumbai,3,1,2008,No,129.4
3042,Kolkata,1,1,1996,No,78.19
3108,Chennai,2,3,2002,No,106.08
1665,Hyderabad,4,1,2015,No,97.33
1832,Kolkata,2,2,2017,No,69.98
2039,Delhi,5,1,2014,Yes,79.84
1722,Mumbai,3,1,2010,Yes,57.02
3984,Bangalore,3,2,2018,No,132.62
2452,Pune,1,2,1997,Yes,88.9
1139,Delhi,2,3,2018,Yes,54.72
2894,Kolkata,5,1,2013,Yes,131.4
1629,Delhi,3,3,2009,No,85.08
1612,Chennai,4,2,2007,Yes,90.61
1288,Pune,2,2,1996,No,45.99
2145,Chennai,2,2,1999,No,75.18
1590,Delhi,4,1,2011,Yes,87.89
3969,Mumbai,2,2,1995,No,126.78
892,Hyderabad,5,3,2005,Yes,75.42
2634,Hyderabad,1,1,2002,No,68.06
2075,Hyderabad,5,3,2000,No,101.78
1986,Mumbai,3,3,2009,Yes,105.78
1981,Chennai,4,3,2014,Yes,101.82
3426,Delhi,1,1,2007,No,99.16
937,Delhi,3,1,1996,No,49.36
1111,Kolkata,3,3,2009,No,47.86
3137,Hyderabad,1,2,2009,No,98.15
2912,Kolkata,3,2,1997,No,103.72
2506,Delhi,3,3,1995,No,104.97
1502,Bangalore,2,2,2000,Yes,91.37
1760,Hyderabad,5,2,2021,Yes,82.64
2360,Mumbai,4,2,2004,Yes,97.42
2073,Chennai,2,1,2003,No,85.04
1338,Hyderabad,1,1,2008,No,54.62
916,Chennai,1,2,2001,Yes,37.77
3739,Mumbai,1,3,2007,Yes,142.22
3414,Chennai,4,2,2015,No,126.03
1285,Chennai,5,2,2010,Yes,80.79
2186,Chennai,1,2,2010,Yes,80.17
1849,Kolkata,3,1,2004,Yes,82.98
1583,Kolkata,3,3,1999,Yes,89.84
3859,Chennai,1,3,2000,Yes,148.72
3724,Hyderabad,3,1,2005,No,121.63
1419,Kolkata,1,3,2009,Yes,64.34
2316,Chennai,3,1,2006,No,86.65
2180,Delhi,3,2,2006,No,83.26
2299,Bangalore,3,2,2005,No,84.3
1213,Kolkata,2,3,2010,Yes,62.63
3993,Pune,2,1,2003,No,132.14
1228,Hyderabad,5,3,2004,No,71.7
1042,Hyderabad,2,2,1995,No,40.8
2604,Delhi,1,1,1997,No,71.27
3099,Delhi,5,2,2017,Yes,142.1
1898,Hyderabad,5,1,1998,No,113.66
911,Delhi,3,2,2019,Yes,68.47
1581,Delhi,4,1,2002,Yes,86.99
1769,Chennai,4,2,2006,No,77.55
2433,Pune,4,2,2020,Yes,114.65
1159,Pune,3,3,1998,Yes,73.42
1566,Kolkata,2,3,2021,Yes,78.24
1718,Chennai,1,2,2014,Yes,80.38
967,Hyderabad,4,1,2010,Yes,75.84
3605,Chennai,2,2,1998,No,129.04
3060,Pune,1,2,2005,Yes,96.0
1587,Delhi,5,3,2016,Yes,88.91
2751,Kolkata,2,2,2022,Yes,125.83
2669,Chennai,3,2,2014,Yes,106.49
3639,Delhi,2,1,2015,Yes,138.81
2893,Delhi,2,3,1998,No,86.16
1841,Hyderabad,3,1,2010,No,69.96
1678,Chennai,3,3,1999,Yes,78.55
1557,Chennai,4,2,2009,Yes,83.08
2173,Hyderabad,3,3,2005,No,101.78
1487,Pune,4,1,2019,No,61.48
1197,Chennai,4,2,2020,No,68.4
2773,Mumbai,3,1,2021,No,102.03
3508,Hyderabad,5,3,2009,Yes,159.02
897,Delhi,3,2,2012,No,65.19
3876,Delhi,2,3,2009,Yes,159.8
2719,Hyderabad,3,3,2012,Yes,115.89
3006,Bangalore,2,2,2022,No,104.91
886,Delhi,3,2,2011,Yes,67.72
2566,Mumbai,5,2,2011,No,115.65
3991,Delhi,4,3,2016,No,156.96
1242,Hyderabad,3,3,2022,No,59.46
3019,Kolkata,2,1,2004,No,104.5
1481,Delhi,4,2,2015,No,54.5
3082,Bangalore,3,2,1999,Yes,125.01
920,Delhi,2,3,2007,Yes,38.94
1296,Mumbai,4,2,2016,Yes,64.72
1411,Chennai,2,3,2018,Yes,69.72
3269,Kolkata,3,1,1995,Yes,119.06
934,Chennai,3,2,1997,No,58.34
1114,Delhi,2,1,2014,Yes,50.71
2916,Hyderabad,5,1,2000,Yes,129.07
3045,Chennai,4,1,1998,No,121.65
3664,Pune,5,3,2003,Yes,156.59
810,Pune,2,1,2012,Yes,43.29
1668,Mumbai,3,3,2022,Yes,88.5
1534,Delhi,5,2,2020,Yes,98.03
1933,Chennai,2,3,2009,No,81.44
3898,Chennai,3,1,2017,Yes,136.12
2143,Mumbai,2,1,2018,No,70.67
2768,Pune,5,3,2005,No,120.8
815,Kolkata,4,3,2000,No,48.19
3944,Kolkata,3,3,1998,No,132.96
3795,Delhi,2,2,2000,Yes,144.38
2451,Pune,1,2,2011,No,68.15
2024,Mumbai,5,2,1995,No,111.03
1987,Delhi,2,2,2017,No,78.81
806,Mumbai,5,1,2021,No,48.6
2908,Mumbai,3,3,2002,No,106.02
1724,Kolkata,3,3,2002,Yes,75.44
3332,Chennai,2,3,2003,Yes,159.86
1431,Pune,2,1,1999,Yes,63.15
2237,Mumbai,3,1,2014,No,91.21
1735,Hyderabad,1,2,2008,Yes,78.44
3902,Mumbai,3,2,2006,Yes,134.8
1359,Hyderabad,4,1,2020,Yes,70.27
890,Delhi,5,2,2009,Yes,59.65
2341,Delhi,2,2,2003,Yes,93.95
1245,Pune,2,3,2022,Yes,68.01
2108,Pune,5,3,2008,No,81.22
2216,Hyderabad,3,3,2016,No,106.51
1749,Kolkata,5,1,2019,Yes,102.12
2705,Pune,4,1,2018,No,112.71
2610,Kolkata,2,2,2000,Yes,107.74
1129,Hyderabad,3,1,2020,Yes,66.13
2806,Kolkata,5,3,2006,No,110.85
2353,Hyderabad,3,2,2018,Yes,86.26
1844,Chennai,2,2,1998,Yes,102.72
2734,Chennai,2,3,2022,No,106.18
3802,Mumbai,5,1,2003,Yes,158.48
3326,Delhi,1,2,2018,No,110.67
3365,Kolkata,2,2,2014,Yes,135.35
3383,Chennai,4,1,2017,No,129.14
3072,Bangalore,4,3,2009,Yes,121.73
3419,Pune,3,1,2001,No,132.21
2619,Delhi,5,2,1996,No,107.78
2555,Hyderabad,3,2,2017,No,99.79
2614,Mumbai,2,2,2011,No,100.47
2381,Delhi,5,3,2003,Yes,106.76
3215,Delhi,3,2,2002,Yes,153.37
2628,Mumbai,2,2,2003,No,106.88
2022,Chennai,3,1,2015,Yes,82.13
1822,Bangalore,2,3,2018,Yes,69.26
2450,Hyderabad,3,1,1997,No,95.2
3907,Chennai,5,1,1998,Yes,153.88
3313,Hyderabad,2,1,2013,Yes,130.24
1371,Pune,4,3,2007,Yes,71.45
1237,Hyderabad,1,2,2000,No,37.43
1556,Bangalore,5,1,1998,No,89.66
1390,Bangalore,2,2,2016,No,66.3
1680,Chennai,1,2,1997,No,61.54
3038,Chennai,5,2,2018,Yes,150.02
2944,Pune,5,1,2017,No,121.94
3351,Pune,3,2,2010,Yes,126.22
1687,Hyderabad,5,2,1997,Yes,96.39
2997,Delhi,1,2,2017,No,96.65
842,Mumbai,4,3,2003,No,41.39
2120,Chennai,2,1,2008,Yes,111.51
1712,Hyderabad,5,2,1999,No,104.77
3166,Mumbai,4,3,2013,Yes,136.56
1017,Chennai,1,1,2004,No,47.17
3335,Kolkata,3,1,2002,Yes,130.98
2993,Kolkata,5,3,2022,Yes,148.52
3175,Bangalore,5,3,2012,Yes,150.57
3106,Hyderabad,5,3,2000,No,113.54
3413,Pune,2,1,2002,No,108.84
918,Bangalore,3,2,1996,No,48.98
1965,Chennai,2,2,2017,No,64.34
1089,Hyderabad,3,1,2012,Yes,62.33
2462,Pune,1,3,2006,Yes,86.82
1024,Delhi,5,2,2002,No,68.36
1693,Kolkata,1,3,2016,Yes,76.95
3600,Pune,3,2,2008,Yes,145.28
2080,Pune,2,1,2021,No,72.95
1044,Hyderabad,1,3,2008,Yes,45.99
3023,Chennai,4,2,2021,Yes,131.99
1321,Mumbai,1,1,1997,Yes,59.47
2418,Pune,2,1,1998,No,84.31
1962,Chennai,5,3,2018,Yes,92.94
918,Hyderabad,2,3,2005,Yes,68.61
2401,Pune,3,1,2005,No,98.34
3106,Chennai,2,2,2016,No,122.12
1370,Bangalore,1,3,2022,No,52.84
2696,Kolkata,2,3,2005,No,93.63
2015,Hyderabad,2,1,2014,Yes,76.53
1742,Kolkata,5,2,1999,Yes,97.77
1953,Chennai,1,1,2016,No,60.39
3005,Bangalore,4,2,2011,Yes,141.26
1060,Bangalore,3,3,2020,Yes,78.58
1189,Mumbai,2,2,2022,No,50.96
1444,Kolkata,2,2,1995,No,50.62
931,Bangalore,2,3,2022,Yes,73.85
1207,Chennai,2,2,2017,No,45.86
2843,Mumbai,2,1,2010,Yes,102.83
1976,Kolkata,5,3,1996,No,85.81
3129,Mumbai,5,2,2000,Yes,148.27
1366,Mumbai,1,3,2018,No,54.13
3615,Kolkata,5,3,1995,Yes,148.11
2461,Bangalore,4,1,2002,Yes,110.64
2893,Chennai,5,3,2013,Yes,136.19
1485,Pune,4,2,2012,No,70.28
2779,Kolkata,1,1,2014,Yes,93.4
2752,Pune,1,3,2009,Yes,116.26
2868,Mumbai,1,2,2017,Yes,125.93
2806,Delhi,2,3,2000,Yes,106.88
3844,Kolkata,2,2,2004,Yes,135.36
1988,Hyderabad,1,1,2006,Yes,58.42
3115,Hyderabad,3,1,1996,Yes,119.11
900,Pune,5,1,2018,No,47.77
1460,Chennai,3,2,2016,Yes,85.8
3500,Mumbai,2,3,2017,Yes,130.2
2826,Delhi,2,3,2011,No,94.28
832,Kolkata,5,2,2003,No,76.53
1035,Chennai,1,1,2007,No,42.6
3045,Hyderabad,4,2,2000,Yes,123.63
1306,Delhi,3,3,2011,Yes,69.69
3594,Kolkata,2,1,2015,No,114.76
1131,Pune,3,1,2009,Yes,69.21
1285,Delhi,1,1,2006,No,42.2
919,Bangalore,3,3,2011,No,63.99
957,Bangalore,3,1,2014,Yes,45.7
3908,Kolkata,5,2,2016,Yes,146.12
1649,Mumbai,5,1,1996,No,81.04
2991,Kolkata,2,2,1997,Yes,115.51
3488,Hyderabad,3,2,2005,Yes,118.92
1492,Kolkata,2,1,2007,No,59.49
1851,Bangalore,1,1,2011,Yes,79.53
1748,Delhi,4,3,1997,No,93.37
2402,Bangalore,5,1,2014,No,113.88
3601,Hyderabad,4,2,2007,No,152.08
3722,Mumbai,4,2,2015,Yes,155.91
2089,Pune,5,3,2009,Yes,102.41
2898,Kolkata,4,1,2001,Yes,126.46
2956,Mumbai,1,3,2020,No,99.8
2158,Mumbai,3,2,2001,No,66.24
933,Kolkata,5,2,2021,Yes,71.59
2828,Delhi,4,1,2007,No,103.25
2927,Hyderabad,2,2,2008,No,117.85
1806,Hyderabad,4,2,2020,Yes,97.11
3185,Delhi,5,3,2013,Yes,138.96
1231,Chennai,4,2,2005,No,62.49
2304,Hyderabad,4,3,2013,Yes,102.69
3735,Bangalore,1,3,2018,No,118.23
901,Pune,1,3,1995,Yes,47.69
1130,Chennai,5,1,1999,Yes,68.78
1175,Delhi,1,2,2022,Yes,59.24
3078,Pune,2,1,2019,No,102.14
2274,Delhi,1,2,2002,Yes,81.76
1563,Kolkata,5,1,1997,No,74.4
2693,Bangalore,1,3,2019,No,90.68
1223,Mumbai,4,2,2017,Yes,64.41
1848,Pune,3,2,2004,No,67.97
3416,Pune,2,1,2011,No,102.22
1215,Chennai,1,3,2019,No,65.73
1101,Pune,5,3,2006,Yes,72.66
1923,Kolkata,3,2,2013,Yes,102.21
2211,Pune,3,2,2014,No,95.76
2966,Delhi,2,3,2019,No,112.48
2486,Bangalore,4,3,1996,No,87.87
2415,Chennai,3,2,2022,No,94.5
3178,Delhi,3,1,2009,No,112.02
1461,Chennai,2,1,2006,Yes,58.91
1158,Chennai,2,1,2012,Yes,59.14
3997,Bangalore,1,3,2022,Yes,150.87
1088,Bangalore,1,1,2013,Yes,52.62
3400,Hyderabad,3,2,1999,No,118.84
2525,Kolkata,4,3,1995,No,116.46
2844,Mumbai,5,1,1999,Yes,116.53
2757,Delhi,3,3,2015,No,119.56
3287,Bangalore,3,2,1995,Yes,121.09
1374,Chennai,4,3,2008,No,75.59
1516,Chennai,2,1,2011,No,41.03
2027,Chennai,2,3,1995,No,82.34
2002,Kolkata,5,3,2001,Yes,125.72
3193,Delhi,4,1,2022,No,126.07
3862,Hyderabad,2,3,2010,Yes,146.69
1812,Pune,2,2,2019,No,73.93
3680,Mumbai,3,1,1998,Yes,138.16
2952,Chennai,2,1,2013,Yes,102.37
3160,Mumbai,4,3,1996,No,117.97
2933,Pune,5,2,2022,No,127.64
2746,Mumbai,5,1,2006,No,118.54
2303,Delhi,3,2,2015,Yes,123.97
2151,Delhi,1,3,2017,Yes,72.66
3329,Hyderabad,4,3,2013,No,132.57
3697,Hyderabad,5,1,2011,Yes,144.93
3875,Chennai,3,2,2016,No,132.74
3147,Mumbai,4,3,2009,Yes,134.36
1327,Bangalore,2,1,2001,Yes,62.73
3453,Pune,2,3,2014,No,117.54
2614,Delhi,1,1,2001,Yes,94.45
3774,Delhi,5,1,2011,Yes,156.1
1979,Pune,2,3,2021,No,66.4
2180,Bangalore,4,3,2008,No,96.21
2351,Bangalore,3,2,2021,No,94.74
1864,Chennai,2,3,1998,No,80.27
3496,Pune,1,3,1996,Yes,113.73
2081,Hyderabad,3,1,2011,Yes,79.35
2189,Bangalore,5,2,2003,Yes,108.9
1354,Bangalore,4,2,2020,No,73.79
1889,Delhi,3,1,2006,No,85.4
2687,Mumbai,2,1,2012,Yes,100.69
3092,Pune,4,2,2021,Yes,123.84
3436,Pune,5,2,2010,No,127.35
1530,Delhi,4,2,1999,No,81.93
1844,Kolkata,3,3,1998,No,99.62
2994,Chennai,5,1,2004,No,128.06
1112,Delhi,2,2,2003,Yes,76.76
1115,Kolkata,4,2,2003,No,74.46
3250,Chennai,5,3,2021,Yes,130.5
2690,Kolkata,5,1,2007,Yes,123.64
2271,Mumbai,1,3,2016,Yes,96.32
925,Delhi,4,1,2015,Yes,55.84
3682,Pune,5,3,2015,No,138.44
1295,Kolkata,5,1,2013,Yes,66.81
1780,Bangalore,4,3,2005,Yes,92.79
1543,Mumbai,3,3,2017,No,84.72
2422,Delhi,1,1,1996,Yes,84.02
1499,Hyderabad,2,2,2020,No,60.8
2828,Hyderabad,5,1,2014,Yes,125.19
2892,Pune,2,3,2014,Yes,115.28
1635,Pune,3,1,2008,Yes,67.0
1763,Kolkata,2,2,2014,No,84.71
1710,Hyderabad,1,3,2010,Yes,68.87
3707,Pune,1,1,2021,No,123.58
3943,Bangalore,2,2,2014,No,131.9
1527,Pune,5,3,2015,No,82.11
897,Bangalore,4,2,2012,No,52.23
2094,Delhi,3,3,2008,Yes,90.17
2267,Kolkata,4,1,2016,Yes,97.59
1914,Chennai,5,1,2009,No,65.92
2477,Mumbai,4,2,2002,No,98.92
2843,Mumbai,4,2,2019,Yes,117.86
2964,Delhi,4,1,2012,Yes,124.76
3842,Delhi,4,1,1998,Yes,138.55
3914,Pune,5,2,1998,Yes,168.52
870,Pune,5,2,2013,No,51.8
2165,Delhi,5,2,1998,No,119.86
1557,Mumbai,1,1,2016,No,44.08
3643,Delhi,5,1,2014,Yes,162.68
3686,Kolkata,4,1,2005,Yes,141.24
1525,Pune,4,3,2011,Yes,65.9
906,Delhi,4,2,2017,Yes,54.93
3233,Pune,5,3,2020,Yes,154.89
3303,Mumbai,4,3,2020,No,116.52
1574,Kolkata,1,1,1997,No,52.51
3141,Hyderabad,3,3,2012,No,116.76
3023,Kolkata,2,3,2010,Yes,111.44
1930,Kolkata,2,1,2011,No,70.2
1909,Kolkata,2,2,2000,No,78.53
2050,Chennai,3,3,2012,Yes,111.23
3441,Kolkata,4,3,2018,No,142.97
3176,Mumbai,5,2,1995,No,135.85
3873,Hyderabad,4,1,2016,No,147.17
2074,Bangalore,5,1,2011,No,99.48
2889,Pune,5,3,2011,Yes,126.43
2249,Delhi,3,1,2016,Yes,100.64
880,Delhi,5,2,2005,Yes,57.89
3335,Pune,3,1,2003,No,128.03
1715,Bangalore,1,3,2000,No,71.32
1061,Pune,1,1,2018,Yes,36.52
2218,Delhi,3,3,2005,Yes,103.37
3556,Chennai,1,1,2016,Yes,120.32
2153,Bangalore,1,3,2012,No,84.65
3840,Delhi,5,2,2004,Yes,171.93
1607,Kolkata,4,2,2010,No,86.39
2719,Kolkata,3,2,2015,Yes,111.94
1347,Mumbai,1,3,2000,No,65.96
3462,Kolkata,4,1,2014,Yes,131.44
3794,Bangalore,1,2,2011,Yes,128.58
3662,Pune,2,2,2000,Yes,132.26
2945,Kolkata,3,2,2012,Yes,108.98
1968,Mumbai,4,2,2014,No,91.94
3641,Hyderabad,3,2,2001,Yes,125.25
2772,Hyderabad,2,1,2018,Yes,125.72
2974,Chennai,1,3,1995,No,108.47
2127,Chennai,1,1,2007,Yes,71.73
1594,Pune,2,2,2016,Yes,73.86
3426,Kolkata,1,3,2003,No,109.01
2202,Hyderabad,5,2,2006,Yes,102.8
1639,Hyderabad,5,1,2008,Yes,77.77
3952,Kolkata,5,3,2003,Yes,172.68
3430,Kolkata,4,1,2001,Yes,127.0
1347,Pune,1,1,2001,Yes,45.47
866,Mumbai,4,2,2012,Yes,62.44
1481,Delhi,1,1,2000,No,67.16
2298,Kolkata,3,3,1995,No,77.09
3426,Bangalore,4,3,2009,Yes,154.17
2433,Bangalore,3,3,2019,Yes,84.13
1636,Mumbai,4,2,1999,Yes,90.36
2256,Pune,5,2,2011,No,92.32
2585,Pune,5,1,2021,Yes,108.85
2125,Delhi,5,1,2010,No,89.46
3671,Chennai,2,3,2016,No,122.11
1374,Kolkata,3,1,1999,Yes,65.55
1901,Chennai,3,2,1998,No,87.81
829,Mumbai,5,2,1996,Yes,76.25
2175,Kolkata,2,2,2005,No,82.56
3610,Mumbai,4,1,2022,Yes,150.79
1630,Chennai,4,3,2011,No,84.32
1938,Kolkata,5,3,2005,Yes,118.06
2328,Hyderabad,3,2,2000,No,106.94
3578,Delhi,1,3,2009,No,100.21
2831,Delhi,5,2,1997,Yes,127.16
1334,Mumbai,2,3,2018,Yes,54.66
1168,Bangalore,2,1,2013,No,34.26
2549,Bangalore,4,2,2007,Yes,120.69
1101,Chennai,4,3,2018,No,62.5
2494,Pune,5,1,2001,Yes,112.55
3764,Kolkata,4,3,2022,Yes,146.05
3154,Pune,1,2,1999,No,103.22
3934,Bangalore,5,2,2013,Yes,155.15
1636,Delhi,4,1,1997,No,87.51
2099,Chennai,5,2,2006,No,96.02
1310,Kolkata,4,2,1998,Yes,79.67
3865,Kolkata,4,1,2006,Yes,167.4
1686,Kolkata,5,2,2002,No,58.01
2358,Mumbai,3,2,2006,No,109.73
3785,Kolkata,3,2,2016,No,134.71
2846,Pune,5,2,2005,No,109.62
3234,Bangalore,3,1,2014,Yes,127.49
1594,Kolkata,5,2,2019,Yes,90.68
3706,Pune,4,3,1997,Yes,151.54
3305,Hyderabad,4,3,2000,Yes,135.57
2671,Delhi,4,2,2003,Yes,121.84
2231,Delhi,5,3,2013,No,119.33
2600,Pune,3,1,2010,Yes,101.65
1076,Delhi,4,3,2006,No,43.62
1029,Mumbai,4,3,1997,No,62.24
2691,Mumbai,5,1,2005,No,123.06
2550,Bangalore,5,2,2002,Yes,103.18
1980,Chennai,2,3,1998,Yes,73.64
2860,Delhi,4,1,2015,No,109.71
2326,Hyderabad,2,3,1999,Yes,122.59
3044,Chennai,4,3,1999,No,112.31
1414,Kolkata,1,3,2008,Yes,69.18
2950,Pune,1,3,2010,Yes,103.64
1993,Kolkata,1,1,2004,No,68.5
2956,Bangalore,3,3,2011,No,98.88
3223,Delhi,3,3,2011,Yes,140.84
2973,Hyderabad,5,3,2009,No,124.96
3594,Mumbai,4,3,2001,Yes,151.0
3232,Pune,4,1,1995,No,131.69
947,Kolkata,3,2,2001,Yes,51.7
3530,Kolkata,5,3,2003,Yes,161.72
3872,Mumbai,5,1,2019,Yes,160.4
3842,Pune,1,1,2001,No,113.39
3399,Hyderabad,2,1,2022,No,115.35
3596,Hyderabad,2,1,1995,No,117.67
3878,Kolkata,5,3,2017,Yes,163.06
1235,Mumbai,1,2,1999,Yes,75.01
3649,Hyderabad,2,1,2014,No,126.72
2257,Mumbai,1,1,2016,Yes,76.6
3172,Bangalore,4,3,2014,Yes,135.78
3004,Bangalore,5,1,2010,No,115.51
3985,Delhi,3,1,2007,Yes,143.82
911,Mumbai,5,3,2012,Yes,89.22
3834,Chennai,2,1,2021,Yes,134.95
2278,Pune,4,1,2019,Yes,99.88
2592,Hyderabad,2,2,2016,No,86.58
1896,Delhi,2,2,2005,No,85.33
1753,Kolkata,3,2,2013,Yes,83.17
2298,Bangalore,2,3,2011,No,69.33
2096,Pune,4,2,2020,No,84.91
1757,Pune,5,3,2010,No,89.17
1535,Hyderabad,5,1,2018,No,78.47
1672,Kolkata,4,1,2022,Yes,95.06
893,Bangalore,3,2,2016,No,50.66
3566,Delhi,2,2,2012,No,111.05
3529,Chennai,4,1,2018,No,120.25
1467,Chennai,4,3,2020,No,79.41
1314,Bangalore,1,2,2013,No,55.71
2043,Pune,3,2,2021,No,65.01
3876,Bangalore,2,1,2011,Yes,153.26
993,Pune,1,2,1998,No,51.85
2901,Mumbai,5,1,2016,No,130.1
1733,Kolkata,3,2,2013,No,75.55
3823,Hyderabad,3,3,1998,No,137.88
1611,Pune,5,1,2014,Yes,75.68
2411,Mumbai,1,3,1998,No,94.53
2553,Pune,3,3,2018,Yes,114.59
2776,Mumbai,4,1,2014,Yes,110.49
2320,Hyderabad,1,1,2017,No,92.09
2453,Delhi,2,2,1996,No,80.43
2278,Kolkata,1,2,2021,Yes,84.93
3951,Chennai,1,1,2011,No,122.48
2801,Mumbai,2,3,2010,Yes,137.02
2522,Pune,5,3,2017,No,124.92
1831,Mumbai,4,1,2013,No,77.12
2938,Pune,5,2,2022,No,119.0
1145,Chennai,4,3,2011,Yes,67.42
3869,Delhi,1,3,2012,Yes,141.21
1150,Mumbai,4,3,2015,No,68.73
1009,Pune,1,2,2017,Yes,52.88
3105,Kolkata,4,1,1995,No,111.83
3912,Chennai,1,3,2016,Yes,137.92
3574,Hyderabad,3,1,2000,No,133.14
1495,Bangalore,1,2,2016,No,71.81
3151,Hyderabad,3,3,2005,No,123.94
2064,Bangalore,3,1,1995,No,76.5
2441,Mumbai,1,1,1998,Yes,89.63
2357,Hyderabad,4,3,2010,Yes,99.56
1664,Hyderabad,5,3,2001,No,96.32
3092,Hyderabad,1,1,2007,No,98.69
1585,Chennai,5,2,2006,No,68.75
3438,Hyderabad,4,3,2012,No,112.34
2760,Mumbai,2,1,2011,No,107.95
3151,Pune,1,2,2009,Yes,124.96
2358,Pune,3,3,2010,Yes,92.54
910,Bangalore,3,1,2009,Yes,46.94
1953,Pune,3,3,2017,No,82.56
3107,Hyderabad,5,2,2001,Yes,133.62
1465,Pune,3,2,2021,No,54.34
3378,Mumbai,5,1,2022,No,125.2
1360,Bangalore,2,2,1995,Yes,72.97
852,Delhi,1,3,2012,Yes,37.42
1701,Kolkata,1,2,1998,Yes,78.49
3037,Pune,3,3,2021,No,118.43
2464,Bangalore,5,1,2019,Yes,117.93
2314,Kolkata,4,3,1996,No,91.71
2991,Hyderabad,1,1,2000,No,91.54
3607,Delhi,1,1,1996,Yes,140.61
2003,Delhi,3,2,2001,No,79.32
2342,Hyderabad,2,3,2022,Yes,101.4
3650,Bangalore,2,1,2008,No,115.62
1517,Mumbai,5,3,2006,No,82.0
3939,Bangalore,5,1,2010,Yes,142.47
3720,Delhi,2,1,1997,No,127.05
1454,Delhi,5,3,2009,Yes,81.17
1931,Delhi,1,2,2019,No,71.8
3032,Hyderabad,1,3,2000,Yes,109.56
2575,Bangalore,4,3,1997,No,107.71
3437,Kolkata,3,2,2001,No,130.58
2298,Pune,5,2,2004,No,95.84
3606,Delhi,1,3,2016,No,129.81
2949,Bangalore,3,2,2022,Yes,111.89
